Datetime,Energy,hour,day,month,is_weekend
2023-01-02 13:00:00,80.0505369571014,13,0,1,0
2023-01-02 14:00:00,76.7181395110157,14,0,1,0
2023-01-02 15:00:00,83.68434111122934,15,0,1,0
2023-01-02 16:00:00,82.74364964857656,16,0,1,0
2023-01-02 17:00:00,73.07664976033698,17,0,1,0
2023-01-02 18:00:00,68.8435171761176,18,0,1,0
2023-01-02 19:00:00,68.35192999254437,19,0,1,0
2023-01-02 20:00:00,60.57376394494818,20,0,1,0
2023-01-02 21:00:00,74.51728666859101,21,0,1,0
2023-01-02 22:00:00,85.3936122904021,22,0,1,0
2023-01-02 23:00:00,110.21846045808829,23,0,1,0
2023-01-03 00:00:00,113.43618289568461,0,1,1,0
2023-01-03 01:00:00,102.72236025047349,1,1,1,0
2023-01-03 02:00:00,133.24083969394795,2,1,1,0
2023-01-03 03:00:00,134.43344844329874,3,1,1,0
2023-01-03 04:00:00,137.87179614831794,4,1,1,0
2023-01-03 05:00:00,154.7537959399714,5,1,1,0
2023-01-03 06:00:00,160.30999522495952,6,1,1,0
2023-01-03 07:00:00,157.9498342427247,7,1,1,0
2023-01-03 08:00:00,136.24884091915118,8,1,1,0
2023-01-03 09:00:00,135.19214748894976,9,1,1,0
2023-01-03 10:00:00,133.31263431403565,10,1,1,0
2023-01-03 11:00:00,130.10821307532444,11,1,1,0
2023-01-03 12:00:00,105.2082576215471,12,1,1,0
2023-01-03 13:00:00,97.790648429261,13,1,1,0
2023-01-03 14:00:00,78.93665025993974,14,1,1,0
2023-01-03 15:00:00,69.7536625117314,15,1,1,0
2023-01-03 16:00:00,83.48424207256444,16,1,1,0
2023-01-03 17:00:00,84.92536723414551,17,1,1,0
2023-01-03 18:00:00,69.27989878419666,18,1,1,0
2023-01-03 19:00:00,81.39829592735751,19,1,1,0
2023-01-03 20:00:00,78.9753440990988,20,1,1,0
2023-01-03 21:00:00,75.26453120648685,21,1,1,0
2023-01-03 22:00:00,93.61395605508413,22,1,1,0
2023-01-03 23:00:00,115.02760386055883,23,1,1,0
2023-01-04 00:00:00,109.64173960890048,0,2,1,0
2023-01-04 01:00:00,135.9991983622409,1,2,1,0
2023-01-04 02:00:00,103.80254895910255,2,2,1,0
2023-01-04 03:00:00,146.50329629121413,3,2,1,0
2023-01-04 04:00:00,145.51148683375925,4,2,1,0
2023-01-04 05:00:00,145.64695954690404,5,2,1,0
2023-01-04 06:00:00,150.91760776535503,6,2,1,0
2023-01-04 07:00:00,128.7613439055538,7,2,1,0
2023-01-04 08:00:00,142.44429727300243,8,2,1,0
2023-01-04 09:00:00,141.85539696257936,9,2,1,0
2023-01-04 10:00:00,144.77894044741515,10,2,1,0
2023-01-04 11:00:00,115.17005962136436,11,2,1,0
2023-01-04 12:00:00,101.91506397106812,12,2,1,0
2023-01-04 13:00:00,94.62966776005379,13,2,1,0
2023-01-04 14:00:00,99.15402117702075,14,2,1,0
2023-01-04 15:00:00,85.00323984913496,15,2,1,0
2023-01-04 16:00:00,70.06138181095207,16,2,1,0
2023-01-04 17:00:00,76.49564127957083,17,2,1,0
2023-01-04 18:00:00,70.9707754934804,18,2,1,0
2023-01-04 19:00:00,81.04941685376616,19,2,1,0
2023-01-04 20:00:00,68.33845290984894,20,2,1,0
2023-01-04 21:00:00,78.43910728656041,21,2,1,0
2023-01-04 22:00:00,86.07891846867841,22,2,1,0
2023-01-04 23:00:00,85.01208871457794,23,2,1,0
2023-01-05 00:00:00,112.96120277064576,0,3,1,0
2023-01-05 01:00:00,122.96331452589972,1,3,1,0
2023-01-05 02:00:00,130.05113456642462,2,3,1,0
2023-01-05 03:00:00,135.93839991371044,3,3,1,0
2023-01-05 04:00:00,130.4873087308734,4,3,1,0
2023-01-05 05:00:00,144.43057982390914,5,3,1,0
2023-01-05 06:00:00,146.5728548347323,6,3,1,0
2023-01-05 07:00:00,140.61426035934653,7,3,1,0
2023-01-05 08:00:00,143.02815903471748,8,3,1,0
2023-01-05 09:00:00,142.3247798156073,9,3,1,0
2023-01-05 10:00:00,148.8618590121053,10,3,1,0
2023-01-05 11:00:00,122.09853993241923,11,3,1,0
2023-01-05 12:00:00,112.57550390722764,12,3,1,0
2023-01-05 13:00:00,98.9027790382375,13,3,1,0
2023-01-05 14:00:00,70.8122878470096,14,3,1,0
2023-01-05 15:00:00,81.45058999804594,15,3,1,0
2023-01-05 16:00:00,75.96128594803272,16,3,1,0
2023-01-05 17:00:00,95.99538807329014,17,3,1,0
2023-01-05 18:00:00,68.07639035218878,18,3,1,0
2023-01-05 19:00:00,74.37844037177338,19,3,1,0
2023-01-05 20:00:00,75.01186615157002,20,3,1,0
2023-01-05 21:00:00,70.02894837634278,21,3,1,0
2023-01-05 22:00:00,101.42822814515019,22,3,1,0
2023-01-05 23:00:00,107.16656852276688,23,3,1,0
2023-01-06 00:00:00,117.91031947043047,0,4,1,0
2023-01-06 01:00:00,111.25888725615343,1,4,1,0
2023-01-06 02:00:00,144.027943109361,2,4,1,0
2023-01-06 03:00:00,124.2657606195391,3,4,1,0
2023-01-06 04:00:00,150.50958708938023,4,4,1,0
2023-01-06 05:00:00,170.5415893096625,5,4,1,0
2023-01-06 06:00:00,140.09463674869312,6,4,1,0
2023-01-06 07:00:00,142.974055755535,7,4,1,0
2023-01-06 08:00:00,145.63752980225397,8,4,1,0
2023-01-06 09:00:00,133.24951470629992,9,4,1,0
2023-01-06 10:00:00,114.49336568933867,10,4,1,0
2023-01-06 11:00:00,121.03839155216112,11,4,1,0
2023-01-06 12:00:00,99.37696286273895,12,4,1,0
2023-01-06 13:00:00,104.38316250225098,13,4,1,0
2023-01-06 14:00:00,80.80575765766199,14,4,1,0
2023-01-06 15:00:00,97.21507280271351,15,4,1,0
2023-01-06 16:00:00,67.5264509252601,16,4,1,0
2023-01-06 17:00:00,68.14235178638052,17,4,1,0
2023-01-06 18:00:00,78.1351721736967,18,4,1,0
2023-01-06 19:00:00,59.05432378409771,19,4,1,0
2023-01-06 20:00:00,77.63358319466376,20,4,1,0
2023-01-06 21:00:00,94.78715629536238,21,4,1,0
2023-01-06 22:00:00,73.9251676543877,22,4,1,0
2023-01-06 23:00:00,101.49357678122217,23,4,1,0
2023-01-07 00:00:00,82.59882794248423,0,5,1,1
2023-01-07 01:00:00,98.17099052187393,1,5,1,1
2023-01-07 02:00:00,87.63049289121918,2,5,1,1
2023-01-07 03:00:00,95.07970511661914,3,5,1,1
2023-01-07 04:00:00,119.8604318075465,4,5,1,1
2023-01-07 05:00:00,121.60687978389458,5,5,1,1
2023-01-07 06:00:00,122.50492850345877,6,5,1,1
2023-01-07 07:00:00,122.10151514653248,7,5,1,1
2023-01-07 08:00:00,107.84076893559265,8,5,1,1
2023-01-07 09:00:00,110.60680821907194,9,5,1,1
2023-01-07 10:00:00,102.93072473298682,10,5,1,1
2023-01-07 11:00:00,83.20924762383716,11,5,1,1
2023-01-07 12:00:00,98.65774511144757,12,5,1,1
2023-01-07 13:00:00,74.38556740501704,13,5,1,1
2023-01-07 14:00:00,48.08696502797353,14,5,1,1
2023-01-07 15:00:00,58.28126483887641,15,5,1,1
2023-01-07 16:00:00,35.61216714634924,16,5,1,1
2023-01-07 17:00:00,49.23381298586179,17,5,1,1
2023-01-07 18:00:00,51.58595579007404,18,5,1,1
2023-01-07 19:00:00,33.15614376492016,19,5,1,1
2023-01-07 20:00:00,54.992745141065676,20,5,1,1
2023-01-07 21:00:00,55.84353802190308,21,5,1,1
2023-01-07 22:00:00,68.22060159994489,22,5,1,1
2023-01-07 23:00:00,88.61516802243861,23,5,1,1
2023-01-08 00:00:00,77.5461188399713,0,6,1,1
2023-01-08 01:00:00,82.81540016052593,1,6,1,1
2023-01-08 02:00:00,91.10485570374476,2,6,1,1
2023-01-08 03:00:00,100.12616839780752,3,6,1,1
2023-01-08 04:00:00,113.86999905723648,4,6,1,1
2023-01-08 05:00:00,122.04855279972917,5,6,1,1
2023-01-08 06:00:00,122.7669079933002,6,6,1,1
2023-01-08 07:00:00,126.90886554192296,7,6,1,1
2023-01-08 08:00:00,114.77103507015663,8,6,1,1
2023-01-08 09:00:00,122.81961201903508,9,6,1,1
2023-01-08 10:00:00,97.35343166762044,10,6,1,1
2023-01-08 11:00:00,117.55445346999703,11,6,1,1
2023-01-08 12:00:00,86.25667347765007,12,6,1,1
2023-01-08 13:00:00,61.075662631736336,13,6,1,1
2023-01-08 14:00:00,49.29107501938889,14,6,1,1
2023-01-08 15:00:00,56.54045290496997,15,6,1,1
2023-01-08 16:00:00,43.12435599536395,16,6,1,1
2023-01-08 17:00:00,48.502971889358186,17,6,1,1
2023-01-08 18:00:00,44.73237624573545,18,6,1,1
2023-01-08 19:00:00,40.634677821868536,19,6,1,1
2023-01-08 20:00:00,36.89104666793841,20,6,1,1
2023-01-08 21:00:00,36.56725650567945,21,6,1,1
2023-01-08 22:00:00,55.534850479329776,22,6,1,1
2023-01-08 23:00:00,78.21122613913386,23,6,1,1
2023-01-09 00:00:00,112.14093744130204,0,0,1,0
2023-01-09 01:00:00,107.89537401698094,1,0,1,0
2023-01-09 02:00:00,131.73180925851182,2,0,1,0
2023-01-09 03:00:00,142.13744504475028,3,0,1,0
2023-01-09 04:00:00,135.80244178936618,4,0,1,0
2023-01-09 05:00:00,150.174284111018,5,0,1,0
2023-01-09 06:00:00,150.58208718446,6,0,1,0
2023-01-09 07:00:00,137.2073300732565,7,0,1,0
2023-01-09 08:00:00,148.21888975486038,8,0,1,0
2023-01-09 09:00:00,143.89211651114425,9,0,1,0
2023-01-09 10:00:00,140.83051243175277,10,0,1,0
2023-01-09 11:00:00,130.89078232444987,11,0,1,0
2023-01-09 12:00:00,96.22330632042909,12,0,1,0
2023-01-09 13:00:00,90.26898779674794,13,0,1,0
2023-01-09 14:00:00,95.15035267208661,14,0,1,0
2023-01-09 15:00:00,86.8535882616602,15,0,1,0
2023-01-09 16:00:00,80.50946071168293,16,0,1,0
2023-01-09 17:00:00,109.8902818549845,17,0,1,0
2023-01-09 18:00:00,75.70890510693167,18,0,1,0
2023-01-09 19:00:00,82.71862335024325,19,0,1,0
2023-01-09 20:00:00,84.89900148355449,20,0,1,0
2023-01-09 21:00:00,88.22964126559607,21,0,1,0
2023-01-09 22:00:00,86.84730755359654,22,0,1,0
2023-01-09 23:00:00,107.23693040083181,23,0,1,0
2023-01-10 00:00:00,102.27174785462428,0,1,1,0
2023-01-10 01:00:00,117.98457573670073,1,1,1,0
2023-01-10 02:00:00,125.14636452170896,2,1,1,0
2023-01-10 03:00:00,139.10301264132514,3,1,1,0
2023-01-10 04:00:00,167.78760181811262,4,1,1,0
2023-01-10 05:00:00,129.96438112564525,5,1,1,0
2023-01-10 06:00:00,156.86260190374514,6,1,1,0
2023-01-10 07:00:00,132.5098743396662,7,1,1,0
2023-01-10 08:00:00,139.9216974934832,8,1,1,0
2023-01-10 09:00:00,149.17377721713555,9,1,1,0
2023-01-10 10:00:00,130.64280019095463,10,1,1,0
2023-01-10 11:00:00,109.57531402480778,11,1,1,0
2023-01-10 12:00:00,102.84696290740033,12,1,1,0
2023-01-10 13:00:00,106.44321568524592,13,1,1,0
2023-01-10 14:00:00,82.69633368282865,14,1,1,0
2023-01-10 15:00:00,83.88031464835787,15,1,1,0
2023-01-10 16:00:00,75.81470224766059,16,1,1,0
2023-01-10 17:00:00,64.8469634723791,17,1,1,0
2023-01-10 18:00:00,91.43944089325325,18,1,1,0
2023-01-10 19:00:00,77.70215717161737,19,1,1,0
2023-01-10 20:00:00,55.10755798204639,20,1,1,0
2023-01-10 21:00:00,83.58027190023238,21,1,1,0
2023-01-10 22:00:00,83.38213535231611,22,1,1,0
2023-01-10 23:00:00,108.17157154386138,23,1,1,0
2023-01-11 00:00:00,102.07479261567299,0,2,1,0
2023-01-11 01:00:00,119.20539738943184,1,2,1,0
2023-01-11 02:00:00,135.04987278980457,2,2,1,0
2023-01-11 03:00:00,146.94182318916313,3,2,1,0
2023-01-11 04:00:00,132.63805208081976,4,2,1,0
2023-01-11 05:00:00,145.29202069315323,5,2,1,0
2023-01-11 06:00:00,145.25054688839043,6,2,1,0
2023-01-11 07:00:00,142.10374072582562,7,2,1,0
2023-01-11 08:00:00,162.29555855418852,8,2,1,0
2023-01-11 09:00:00,142.33408835707147,9,2,1,0
2023-01-11 10:00:00,117.39116045664954,10,2,1,0
2023-01-11 11:00:00,129.5313812746486,11,2,1,0
2023-01-11 12:00:00,131.22156197012634,12,2,1,0
2023-01-11 13:00:00,109.97189080141064,13,2,1,0
2023-01-11 14:00:00,74.80630034045988,14,2,1,0
2023-01-11 15:00:00,76.8733880238756,15,2,1,0
2023-01-11 16:00:00,88.02809534048869,16,2,1,0
2023-01-11 17:00:00,64.28627229224946,17,2,1,0
2023-01-11 18:00:00,74.43819428146229,18,2,1,0
2023-01-11 19:00:00,79.10930748273063,19,2,1,0
2023-01-11 20:00:00,66.08967913284162,20,2,1,0
2023-01-11 21:00:00,81.1204751919201,21,2,1,0
2023-01-11 22:00:00,57.58732659930926,22,2,1,0
2023-01-11 23:00:00,89.40336178255623,23,2,1,0
2023-01-12 00:00:00,107.4743184860684,0,3,1,0
2023-01-12 01:00:00,107.87492998445232,1,3,1,0
2023-01-12 02:00:00,146.32411303931636,2,3,1,0
2023-01-12 03:00:00,123.98285746785558,3,3,1,0
2023-01-12 04:00:00,140.24057128440768,4,3,1,0
2023-01-12 05:00:00,149.94443882442363,5,3,1,0
2023-01-12 06:00:00,164.41273289066115,6,3,1,0
2023-01-12 07:00:00,134.27841153976834,7,3,1,0
2023-01-12 08:00:00,156.27265367292716,8,3,1,0
2023-01-12 09:00:00,138.38660185765778,9,3,1,0
2023-01-12 10:00:00,120.18491348952048,10,3,1,0
2023-01-12 11:00:00,124.97379654673354,11,3,1,0
2023-01-12 12:00:00,111.9905969557347,12,3,1,0
2023-01-12 13:00:00,93.64506942431122,13,3,1,0
2023-01-12 14:00:00,90.6980208499002,14,3,1,0
2023-01-12 15:00:00,77.8625927839205,15,3,1,0
2023-01-12 16:00:00,76.49415730113493,16,3,1,0
2023-01-12 17:00:00,77.98427369364774,17,3,1,0
2023-01-12 18:00:00,85.86016816145352,18,3,1,0
2023-01-12 19:00:00,58.98481196016877,19,3,1,0
2023-01-12 20:00:00,96.68931759518512,20,3,1,0
2023-01-12 21:00:00,62.19485075731308,21,3,1,0
2023-01-12 22:00:00,88.48214904964415,22,3,1,0
2023-01-12 23:00:00,105.5304102607449,23,3,1,0
2023-01-13 00:00:00,112.80991867735032,0,4,1,0
2023-01-13 01:00:00,114.12576660589488,1,4,1,0
2023-01-13 02:00:00,127.91877749642725,2,4,1,0
2023-01-13 03:00:00,133.35426190087358,3,4,1,0
2023-01-13 04:00:00,138.7473685819354,4,4,1,0
2023-01-13 05:00:00,157.13305402177298,5,4,1,0
2023-01-13 06:00:00,153.57015485965047,6,4,1,0
2023-01-13 07:00:00,141.7079370989562,7,4,1,0
2023-01-13 08:00:00,153.63701490571006,8,4,1,0
2023-01-13 09:00:00,141.357266456228,9,4,1,0
2023-01-13 10:00:00,138.12862118838962,10,4,1,0
2023-01-13 11:00:00,126.64905022333696,11,4,1,0
2023-01-13 12:00:00,101.71004989077927,12,4,1,0
2023-01-13 13:00:00,94.04542779392946,13,4,1,0
2023-01-13 14:00:00,97.47293605123264,14,4,1,0
2023-01-13 15:00:00,87.81943140687277,15,4,1,0
2023-01-13 16:00:00,75.14996790898098,16,4,1,0
2023-01-13 17:00:00,72.5362407815251,17,4,1,0
2023-01-13 18:00:00,82.77664895788425,18,4,1,0
2023-01-13 19:00:00,65.44725306007896,19,4,1,0
2023-01-13 20:00:00,80.82995766032283,20,4,1,0
2023-01-13 21:00:00,79.69380222819916,21,4,1,0
2023-01-13 22:00:00,87.82318796772779,22,4,1,0
2023-01-13 23:00:00,110.63500671577104,23,4,1,0
2023-01-14 00:00:00,88.2541634898803,0,5,1,1
2023-01-14 01:00:00,98.48785816410721,1,5,1,1
2023-01-14 02:00:00,113.05478807154329,2,5,1,1
2023-01-14 03:00:00,108.4943096637895,3,5,1,1
2023-01-14 04:00:00,121.46054586432717,4,5,1,1
2023-01-14 05:00:00,115.53436548562816,5,5,1,1
2023-01-14 06:00:00,123.24166352488442,6,5,1,1
2023-01-14 07:00:00,117.33560250788588,7,5,1,1
2023-01-14 08:00:00,115.61097580130473,8,5,1,1
2023-01-14 09:00:00,114.23584150183103,9,5,1,1
2023-01-14 10:00:00,91.81779316766527,10,5,1,1
2023-01-14 11:00:00,111.27663456095544,11,5,1,1
2023-01-14 12:00:00,69.93982618500299,12,5,1,1
2023-01-14 13:00:00,57.50535206802184,13,5,1,1
2023-01-14 14:00:00,71.5811087350007,14,5,1,1
2023-01-14 15:00:00,59.63235569216747,15,5,1,1
2023-01-14 16:00:00,51.60018201914401,16,5,1,1
2023-01-14 17:00:00,47.646422041080065,17,5,1,1
2023-01-14 18:00:00,39.87753227153085,18,5,1,1
2023-01-14 19:00:00,32.39042323357894,19,5,1,1
2023-01-14 20:00:00,46.11702943055972,20,5,1,1
2023-01-14 21:00:00,44.94411163741698,21,5,1,1
2023-01-14 22:00:00,69.7511973341775,22,5,1,1
2023-01-14 23:00:00,68.17666438087775,23,5,1,1
2023-01-15 00:00:00,71.74502803207488,0,6,1,1
2023-01-15 01:00:00,87.13890338757089,1,6,1,1
2023-01-15 02:00:00,104.12931454275625,2,6,1,1
2023-01-15 03:00:00,102.64702571942216,3,6,1,1
2023-01-15 04:00:00,106.41881219571322,4,6,1,1
2023-01-15 05:00:00,121.07390516648185,5,6,1,1
2023-01-15 06:00:00,122.44966571108722,6,6,1,1
2023-01-15 07:00:00,113.56760129785143,7,6,1,1
2023-01-15 08:00:00,109.93063309519432,8,6,1,1
2023-01-15 09:00:00,110.60477062103827,9,6,1,1
2023-01-15 10:00:00,85.51915658502676,10,6,1,1
2023-01-15 11:00:00,76.27812406033529,11,6,1,1
2023-01-15 12:00:00,72.81555778747564,12,6,1,1
2023-01-15 13:00:00,67.5127666787807,13,6,1,1
2023-01-15 14:00:00,63.109075655980064,14,6,1,1
2023-01-15 15:00:00,66.46929092203364,15,6,1,1
2023-01-15 16:00:00,53.93558008064265,16,6,1,1
2023-01-15 17:00:00,39.763581648803,17,6,1,1
2023-01-15 18:00:00,39.80983792097311,18,6,1,1
2023-01-15 19:00:00,31.337673302059173,19,6,1,1
2023-01-15 20:00:00,45.17385248869856,20,6,1,1
2023-01-15 21:00:00,48.829142363336715,21,6,1,1
2023-01-15 22:00:00,63.22718560338088,22,6,1,1
2023-01-15 23:00:00,61.37492876037591,23,6,1,1
2023-01-16 00:00:00,115.19346514241172,0,0,1,0
2023-01-16 01:00:00,135.6801509341266,1,0,1,0
2023-01-16 02:00:00,128.91239851543142,2,0,1,0
2023-01-16 03:00:00,142.3013884684513,3,0,1,0
2023-01-16 04:00:00,151.54245606848866,4,0,1,0
2023-01-16 05:00:00,144.62482833270437,5,0,1,0
2023-01-16 06:00:00,152.24092481810416,6,0,1,0
2023-01-16 07:00:00,148.76295705938068,7,0,1,0
2023-01-16 08:00:00,145.61777713686587,8,0,1,0
2023-01-16 09:00:00,130.55417340890725,9,0,1,0
2023-01-16 10:00:00,130.24510174258944,10,0,1,0
2023-01-16 11:00:00,125.33274471655534,11,0,1,0
2023-01-16 12:00:00,124.51143607795042,12,0,1,0
2023-01-16 13:00:00,109.23994645675123,13,0,1,0
2023-01-16 14:00:00,111.53182457511558,14,0,1,0
2023-01-16 15:00:00,74.04225312365762,15,0,1,0
2023-01-16 16:00:00,84.08219021582924,16,0,1,0
2023-01-16 17:00:00,73.1963870058208,17,0,1,0
2023-01-16 18:00:00,91.89802933217672,18,0,1,0
2023-01-16 19:00:00,63.27998409488575,19,0,1,0
2023-01-16 20:00:00,66.9617654268147,20,0,1,0
2023-01-16 21:00:00,75.72180229809787,21,0,1,0
2023-01-16 22:00:00,68.76104275690192,22,0,1,0
2023-01-16 23:00:00,94.38968797909152,23,0,1,0
2023-01-17 00:00:00,102.40867338446301,0,1,1,0
2023-01-17 01:00:00,121.8566996688629,1,1,1,0
2023-01-17 02:00:00,133.41755975777158,2,1,1,0
2023-01-17 03:00:00,157.04597963962075,3,1,1,0
2023-01-17 04:00:00,154.14525453323802,4,1,1,0
2023-01-17 05:00:00,142.8679964949387,5,1,1,0
2023-01-17 06:00:00,141.01585328651643,6,1,1,0
2023-01-17 07:00:00,153.5562247666278,7,1,1,0
2023-01-17 08:00:00,131.43868408117115,8,1,1,0
2023-01-17 09:00:00,156.59885890600543,9,1,1,0
2023-01-17 10:00:00,141.79440120721287,10,1,1,0
2023-01-17 11:00:00,115.66100528305378,11,1,1,0
2023-01-17 12:00:00,92.86865470909123,12,1,1,0
2023-01-17 13:00:00,113.18596193755329,13,1,1,0
2023-01-17 14:00:00,88.85460154747383,14,1,1,0
2023-01-17 15:00:00,94.09389187227274,15,1,1,0
2023-01-17 16:00:00,59.41470726067879,16,1,1,0
2023-01-17 17:00:00,65.36921671889955,17,1,1,0
2023-01-17 18:00:00,70.05243699718183,18,1,1,0
2023-01-17 19:00:00,71.83277288608468,19,1,1,0
2023-01-17 20:00:00,70.85832913383003,20,1,1,0
2023-01-17 21:00:00,87.94422807601309,21,1,1,0
2023-01-17 22:00:00,79.32379570617404,22,1,1,0
2023-01-17 23:00:00,98.2234433456862,23,1,1,0
2023-01-18 00:00:00,111.20295631711899,0,2,1,0
2023-01-18 01:00:00,125.4971501446883,1,2,1,0
2023-01-18 02:00:00,137.1161487808889,2,2,1,0
2023-01-18 03:00:00,127.03785032908321,3,2,1,0
2023-01-18 04:00:00,129.2998744440213,4,2,1,0
2023-01-18 05:00:00,161.41380127054782,5,2,1,0
2023-01-18 06:00:00,153.3231401197959,6,2,1,0
2023-01-18 07:00:00,141.1521676859972,7,2,1,0
2023-01-18 08:00:00,160.1525359066028,8,2,1,0
2023-01-18 09:00:00,139.4410175903905,9,2,1,0
2023-01-18 10:00:00,141.79297184063827,10,2,1,0
2023-01-18 11:00:00,121.02794661820192,11,2,1,0
2023-01-18 12:00:00,130.60747924881986,12,2,1,0
2023-01-18 13:00:00,117.20064662033121,13,2,1,0
2023-01-18 14:00:00,87.51035851520928,14,2,1,0
2023-01-18 15:00:00,91.43143826208167,15,2,1,0
2023-01-18 16:00:00,81.81274334447393,16,2,1,0
2023-01-18 17:00:00,85.04928252376077,17,2,1,0
2023-01-18 18:00:00,60.35076539419896,18,2,1,0
2023-01-18 19:00:00,78.22348154842166,19,2,1,0
2023-01-18 20:00:00,85.94322871711833,20,2,1,0
2023-01-18 21:00:00,64.12833388830695,21,2,1,0
2023-01-18 22:00:00,78.16741487334224,22,2,1,0
2023-01-18 23:00:00,79.25491641829814,23,2,1,0
2023-01-19 00:00:00,107.30593165555442,0,3,1,0
2023-01-19 01:00:00,127.52818436206044,1,3,1,0
2023-01-19 02:00:00,145.02357052096028,2,3,1,0
2023-01-19 03:00:00,139.02521905165966,3,3,1,0
2023-01-19 04:00:00,160.92717160709046,4,3,1,0
2023-01-19 05:00:00,134.8360184694138,5,3,1,0
2023-01-19 06:00:00,132.96617560644845,6,3,1,0
2023-01-19 07:00:00,148.08155606259655,7,3,1,0
2023-01-19 08:00:00,148.48167064077063,8,3,1,0
2023-01-19 09:00:00,137.95732376652097,9,3,1,0
2023-01-19 10:00:00,109.32557899960123,10,3,1,0
2023-01-19 11:00:00,119.46156140897295,11,3,1,0
2023-01-19 12:00:00,96.95530499495146,12,3,1,0
2023-01-19 13:00:00,106.34396368419955,13,3,1,0
2023-01-19 14:00:00,93.6659824609685,14,3,1,0
2023-01-19 15:00:00,72.31693088926455,15,3,1,0
2023-01-19 16:00:00,70.22031467525552,16,3,1,0
2023-01-19 17:00:00,60.77083172954776,17,3,1,0
2023-01-19 18:00:00,69.37320902726829,18,3,1,0
2023-01-19 19:00:00,80.91439015344965,19,3,1,0
2023-01-19 20:00:00,65.50172338526701,20,3,1,0
2023-01-19 21:00:00,86.75619390771654,21,3,1,0
2023-01-19 22:00:00,84.69742381627557,22,3,1,0
2023-01-19 23:00:00,91.71850987327569,23,3,1,0
2023-01-20 00:00:00,108.92969640045442,0,4,1,0
2023-01-20 01:00:00,110.00033857990708,1,4,1,0
2023-01-20 02:00:00,124.46350694652818,2,4,1,0
2023-01-20 03:00:00,126.30549232157341,3,4,1,0
2023-01-20 04:00:00,164.28826748054144,4,4,1,0
2023-01-20 05:00:00,148.98966857128002,5,4,1,0
2023-01-20 06:00:00,143.00274492007415,6,4,1,0
2023-01-20 07:00:00,150.77683215890494,7,4,1,0
2023-01-20 08:00:00,143.51773565446925,8,4,1,0
2023-01-20 09:00:00,136.07457525212968,9,4,1,0
2023-01-20 10:00:00,136.14166700043424,10,4,1,0
2023-01-20 11:00:00,127.92783890457389,11,4,1,0
2023-01-20 12:00:00,104.69498852389472,12,4,1,0
2023-01-20 13:00:00,93.88905578945236,13,4,1,0
2023-01-20 14:00:00,87.24948302848358,14,4,1,0
2023-01-20 15:00:00,58.69651710518227,15,4,1,0
2023-01-20 16:00:00,60.207073226636936,16,4,1,0
2023-01-20 17:00:00,85.03170962288252,17,4,1,0
2023-01-20 18:00:00,86.44967713501283,18,4,1,0
2023-01-20 19:00:00,68.87260655287348,19,4,1,0
2023-01-20 20:00:00,81.12455347918012,20,4,1,0
2023-01-20 21:00:00,84.82823029797346,21,4,1,0
2023-01-20 22:00:00,120.78880808455236,22,4,1,0
2023-01-20 23:00:00,110.84298731024491,23,4,1,0
2023-01-21 00:00:00,78.72082408519233,0,5,1,1
